Company Name,Ticker,Market Cap (mil),Avg Volume,Industry,Sector
"American Tower","AMT","94299","2551901","REIT and Equity Trust - Other","Finance"
"Amerant Bancorp","AMTB","802.24","242891","Banks - Southeast","Finance"
"AMTD IDEA Group","AMTD","95.86","25459","Financial - Investment Management","Finance"
"Amentum Holdings, Inc.","AMTM","8327.65","1628480","Engineering - R and D Services","Construction"
"Aemetis","AMTX","158.11","560800","Biofuels","Oils-Energy"
"Amerityre","AMTY","3.47","53969","Rubber - Tires","Auto-Tires-Trucks"
"American Woodmark","AMWD","1561.2","132527","Furniture","Consumer Discretionary"
"American Well","AMWL","134.66","44026","Medical Info Systems","Medical"
"","AMZA","399.63","31162","Financial - Investment Funds","Finance"
"Amazon.com","AMZN","2189014.75","39220516","Internet - Commerce","Retail-Wholesale"
"AutoNation","AN","6517.44","604411","Automotive - Retail and Whole Sales","Retail-Wholesale"
"AnaptysBio","ANAB","648.43","571850","Medical - Biomedical and Genetics","Medical"
"The Andersons","ANDE","1667.05","165471","Agriculture - Products","Basic Materials"
"Anebulo Pharmaceuticals","ANEB","42.27","5584","Medical - Biomedical and Genetics","Medical"
"Arista Networks","ANET","125802.52","1893439","Communication - Components","Computer and Technology"
"Abercrombie & Fitch","ANF","7353.79","1453783","Retail - Apparel and Shoes","Retail-Wholesale"
"ANGHAMI INC","ANGH","22.55","16011","Broadcast Radio and Television","Consumer Discretionary"
"Angi","ANGI","1251.66","448408","Internet - Content","Computer and Technology"
"AngioDynamics","ANGO","292.57","527754","Medical - Instruments","Medical"
"Anika Therapeutics","ANIK","252.78","110948","Medical - Biomedical and Genetics","Medical"
"Acerinox","ANIOY","2303.86","1021","Steel - Producers","Basic Materials"
"ANI Pharmaceuticals","ANIP","1292.76","236476","Medical - Biomedical and Genetics","Medical"
"Anixa Biosciences","ANIX","110.7","110494","Medical - Biomedical and Genetics","Medical"
"Adlai Nortye Ltd. Sponsored ADR","ANL","130.63","20139","Medical - Biomedical and Genetics","Medical"
"Annexon","ANNX","763.88","1240020","Medical - Biomedical and Genetics","Medical"
"Anta Sports Products","ANPDF","31794.85","433","Shoes and Retail Apparel ","Consumer Discretionary"
"Alto Neuroscience, Inc.","ANRO","115.65","1564070","Medical - Biomedical and Genetics","Medical"
"ANSYS","ANSS","29923.62","464438","Computer - Software","Computer and Technology"
"AirMedia Group","ANTE","7.41","517849","Transportation - Airline","Transportation"
"AN2 Therapeutics","ANTX","32.83","208941","Medical - Biomedical and Genetics","Medical"
"Annovis Bio","ANVS","106.52","362482","Medical - Biomedical and Genetics","Medical"
"Sphere 3D","ANY","25.93","781345","Financial - Miscellaneous Services","Finance"
"Africa Oil","AOIFF","586.55","140330","Oil and Gas - Exploration and Production - Canadian","Oils-Energy"
"Angel Oak Mortgage REIT Inc.","AOMR","230.65","109575","Financial - Mortgage & Related Services","Finance"
"Aon","AON","82998.66","1044082","Insurance - Brokerage","Finance"
"Artivion","AORT","1202.76","211479","Medical - Instruments","Medical"
"A. O. Smith","AOS","10854.36","1161722","Manufacturing - Electronics","Industrial Products"
"Alpha and Omega Semiconductor","AOSL","769.03","250314","Electronics - Semiconductors","Computer and Technology"
"American Outdoor Brands","AOUT","119.23","33306","Leisure and Recreation Products","Consumer Discretionary"
"Aoxing Pharmaceutical","AOXG","6.1","19250","Medical - Drugs","Medical"
"AmpcoPittsburgh","AP","39.99","41623","Metal Products - Procurement and Fabrication","Industrial Products"
"APA","APA","8053.76","6185929","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Artisan Partners Asset Management","APAM","3854.12","458643","Financial - Investment Management","Finance"
"AppTech Payments Corp.","APCX","17.43","80959","Financial Transaction Services","Business Services"
"Air Products and Chemicals","APD","69582.21","1495980","Chemical - Diversified ","Basic Materials"
"Applied DNA Sciences","APDN","5.96","4728442","Security and Safety Services","Industrial Products"
"American Public Education","APEI","306.24","94367","Schools","Consumer Discretionary"
"Alps Electric","APELY","2164.79","840","Computer - Peripheral Equipment","Computer and Technology"
"Aperam","APEMY","1984.03","195","Steel - Producers","Basic Materials"
"Coloured Ties Capital","APEOF","3.44","1989","Financial - Investment Management","Finance"
"APi Group","APG","10194.18","1678856","Business - Services","Business Services"
"Apogee Therapeutics Inc.","APGE","2750.34","347920","Medical - Biomedical and Genetics","Medical"
"American Power Group","APGI","17.48","3225","Alternative Energy - Other","Oils-Energy"
"Amphenol","APH","89058.63","8145922","Electronics - Connectors","Computer and Technology"
"Agora","API","493.28","1295976","Technology Services","Business Services"
"Applied Digital Corporation","APLD","1628.22","13512904","Financial - Miscellaneous Services","Finance"
"Apple Hospitality REIT","APLE","3822.01","1713413","REIT and Equity Trust - Other","Finance"
"Appili Therapeutics","APLIF","3.4","111922","Medical - Biomedical and Genetics","Medical"
"Apollomics Inc.","APLM","12.71","1092831","Medical - Biomedical and Genetics","Medical"
"Apellis Pharmaceuticals","APLS","3729.3","3202292","Medical - Biomedical and Genetics","Medical"
"Applied Therapeutics","APLT","1174.04","1663949","Medical - Biomedical and Genetics","Medical"
"Aptorum Group Limited","APM","6.37","21305","Medical - Drugs","Medical"
"Apollo Global Management","APO","92264.55","2979169","Financial - Investment Management","Finance"
"Apogee Enterprises","APOG","1887.76","135990","Glass Products","Industrial Products"
"AppLovin","APP","96935.43","5006317","Technology Services","Business Services"
"AppFolio","APPF","8291.26","310285","Internet - Software","Computer and Technology"
"Appian","APPN","2950.38","643137","Internet - Software","Computer and Technology"
"Digital Turbine","APPS","151.44","3946486","Internet - Software","Computer and Technology"
"Aprea Therapeutics","APRE","19.29","35080","Medical - Biomedical and Genetics","Medical"
"Alpha Pro Tech","APT","61.81","19161","Security and Safety Services","Industrial Products"
"Alaska Power & Telephone","APTL","65.49","38","Electronics - Power Generation","Computer and Technology"
"Aptose Biosciences","APTO","6.97","72806","Medical - Biomedical and Genetics","Medical"
"Aptiv","APTV","13220.76","4296072","Technology Services","Business Services"
"Aptevo Therapeutics","APVO","2.61","17445764","Medical - Biomedical and Genetics","Medical"
"Asia Pacific Wire & Cable","APWC","38.86","12622","Wire and Cable Products","Industrial Products"
"AppYea, Inc.","APYP","7.04","52517","Internet - Software","Computer and Technology"
"Apyx Medical","APYX","52.66","57145","Medical - Products","Medical"
"AquaBounty Technologies","AQB","4.14","11537","Medical - Biomedical and Genetics","Medical"
"Aqua Metals","AQMS","15.75","77483","Waste Removal Services","Business Services"
"Algonquin Power & Utilities","AQN","3682.66","5343257","Utility - Electric Power","Utilities"
"Aquestive Therapeutics","AQST","497.83","1542289","Medical - Drugs","Medical"
"Antero Resources","AR","9095.32","3810318","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Accuray","ARAY","216.21","631032","Medical - Instruments","Medical"
"ARB IOT Group Limited","ARBB","21.76","28395962","Internet - Software","Computer and Technology"
"Industrial Tech Acquisitions","ARBE","151.76","85748","Technology Services","Business Services"
"Argo Blockchain","ARBK","71.91","677647","Financial - Miscellaneous Services","Finance"
"ARC Document Solutions","ARC","145.79","199682","Commercial Printing","Industrial Products"
"Arcadis","ARCAY","6181.72","14","Engineering - R and D Services","Construction"
"ArcBest","ARCB","2724.41","287278","Transportation - Truck","Transportation"
"Ares Capital","ARCC","13910.02","2860989","Financial - SBIC & Commercial Industry","Finance"
"Arch Resources","ARCH","3049.31","339012","Coal","Oils-Energy"
"Arcos Dorados","ARCO","1794.78","995415","Retail - Restaurants","Retail-Wholesale"
"Arcturus Therapeutics Holdings","ARCT","531.59","317502","Medical - Biomedical and Genetics","Medical"
"Aridis Pharmaceuticals","ARDS",".01","21504","Medical - Biomedical and Genetics","Medical"
"Ardent Health Partners, Inc.","ARDT","2336.54","266545","Medical Services","Medical"
"Ardelyx","ARDX","1200.85","4243030","Medical - Drugs","Medical"
"Alexandria Real Estate Equities","ARE","19929.89","1303414","REIT and Equity Trust - Other","Finance"
"American Rebel Holdings, Inc.","AREB","2.75","1894871","Security and Safety Services","Industrial Products"
"American Resources","AREC","78.97","217042","Mining - Miscellaneous","Basic Materials"
"Arena Group","AREN","18.35","10236","Technology Services","Business Services"
"Ares Management","ARES","53327.84","1279923","Financial - Investment Management","Finance"
"Argenx","ARGX","35638.58","246196","Medical - Biomedical and Genetics","Medical"
"Arhaus, Inc.","ARHS","1360.78","1690654","Retail - Miscellaneous","Retail-Wholesale"
"Apollo Commercial Real Estate Finance","ARI","1278.11","1442431","REIT and Equity Trust","Finance"
"Aris Water Solutions","ARIS","1374.32","553632","Waste Removal Services","Business Services"
"Arkema","ARKAY","6552.64","7604","Chemical - Diversified ","Basic Materials"
"ARKO","ARKO","765.25","253339","Consumer Products - Staples","Consumer Staples"
"Ark Restaurants","ARKR","37.3","4919","Retail - Restaurants","Retail-Wholesale"
"Arlo Technologies","ARLO","1196.07","907102","Internet - Software","Computer and Technology"
"Alliance Resource Partners","ARLP","3288.63","326788","Coal","Oils-Energy"
"ARM Holdings PLC Sponsored ADR","ARM","154534.73","6461949","Technology Services","Business Services"
"Aramark","ARMK","10303.47","1878880","Food - Miscellaneous","Consumer Staples"
"Aris Mining Corporation","ARMN","742.56","424013","Mining - Gold","Basic Materials"
"Armata Pharmaceuticals","ARMP","84.13","5736","Medical - Biomedical and Genetics","Medical"
"Archrock","AROC","3821.4","1089759","Oil and Gas - Field Services","Oils-Energy"
"Arrow Financial","AROW","552.39","40362","Banks - Northeast","Finance"
"Arq, Inc.","ARQ","290.86","206944","Waste Removal Services","Business Services"
"Centricus Acquisition","ARQQ","55.9","208396","Technology Services","Business Services"
"Arcutis Biotherapeutics","ARQT","1266.42","2178144","Medical - Biomedical and Genetics","Medical"
"ARMOUR Residential REIT","ARR","1076.73","1801819","REIT and Equity Trust","Finance"
"Amerigo Resources","ARREF","205.04","51640","Mining - Non Ferrous","Basic Materials"
"Array Technologies","ARRY","917.74","8162273","Solar","Oils-Energy"
"Arch Therapeutics","ARTH","1.19","8465","Medical - Instruments","Medical"
"Artelo Biosciences","ARTL","3.71","20839","Medical - Biomedical and Genetics","Medical"
"Artesian Resources","ARTNA","369.2","24463","Utility - Water Supply","Utilities"
"Artiva Biotherapeutics, Inc.","ARTV","318.4","73162","Medical - Biomedical and Genetics","Medical"
"Art's-Way Manufacturing","ARTW","8.6","18139","Manufacturing - Farm Equipment","Industrial Products"
"Arvinas","ARVN","1864.87","580011","Medical - Biomedical and Genetics","Medical"
"Arrow Electronics","ARW","6321.36","417364","Electronics - Parts Distribution","Computer and Technology"
"Arrowhead Pharmaceuticals","ARWR","2721.26","1003774","Medical - Drugs","Medical"
"Amer Sports, Inc.","AS","9786.69","2038835","Leisure and Recreation Products","Consumer Discretionary"
"","ASA","462.78","51407","Financial - Investment Funds","Finance"
"Sendas Distribuidora","ASAI","1665.78","594716","Consumer Products - Discretionary","Consumer Discretionary"
"Asana","ASAN","3192.02","1417694","Internet - Software","Computer and Technology"
"Waitr","ASAPQ","0","1769","Internet - Software","Computer and Technology"
"Associated BancCorp","ASB","4050.61","1711910","Banks - Midwest","Finance"
"Associated British Foods","ASBFY","21603.3","7872","Food - Miscellaneous","Consumer Staples"
"Ardmore Shipping","ASC","508.38","702775","Transportation - Shipping","Transportation"
"Aristocrat Group","ASCC",".21","5970","Beverages - Alcohol","Consumer Staples"
"ASICS Corporation Unsponsored ADR","ASCCY","12858.03","38479","Leisure and Recreation Products","Consumer Discretionary"
"Aisin Seiki","ASEKY","7823.26","321","Automotive - Original Equipment","Auto-Tires-Trucks"
"","ASG","349.42","217384","Financial - Investment Funds","Finance"
"Asahi Glass","ASGLY","6620.89","6866","Glass Products","Industrial Products"
"ASGN","ASGN","4348.4","307911","Computers - IT Services","Computer and Technology"
"ASHLAND INC","ASH","3953.43","391775","Chemical - Specialty","Basic Materials"
"Ashtead Group","ASHTY","36372.33","6719","Industrial Services","Industrial Products"
"AdvanSix","ASIX","829.2","126204","Chemical - Specialty","Basic Materials"
"AerSale","ASLE","292.64","548007","Aerospace - Defense Equipment","Aerospace"
"Avino Silver","ASM","167.15","2057677","Mining - Silver","Basic Materials"
"Assembly Biosciences","ASMB","106.66","25766","Medical - Generic Drugs","Medical"
"ASM International","ASMIY","27002.21","22797","Semiconductor - Communications ","Computer and Technology"
"ASML Holding","ASML","263384.03","3072631","Semiconductor Equipment - Wafer Fabrication","Computer and Technology"
"Ascendis Pharma","ASND","7539.64","346038","Medical - Biomedical and Genetics","Medical"
"Actelis Networks","ASNS","8.55","287798","Computers - IT Services","Computer and Technology"
"Academy Sports and Outdoors","ASO","3612.46","1120565","Leisure and Recreation Products","Consumer Discretionary"
"ASOS PLS","ASOMY","575.19","1528","Internet - Commerce","Retail-Wholesale"
"ASP Isotopes Inc.","ASPI","624.1","7353169","Chemical - Diversified ","Basic Materials"
"Aspen Aerogels","ASPN","1352.96","3426161","Building Products - Miscellaneous","Construction"
"Altisource Portfolio Solutions","ASPS","23.37","154852","REIT and Equity Trust","Finance"
"Aspen Group","ASPU",".22","3945","Internet - Services","Computer and Technology"
"Grupo Aeroportuario del Sureste","ASR","7914.6","43441","Transportation - Services","Transportation"
"Assertio","ASRT","81.04","614851","Medical - Drugs","Medical"
"AmeriServ Financial","ASRV","47.58","8157","Banks - Northeast","Finance"
