sector,industry,year,mean,std,count
Construction,3D Printing in Construction,2022,0.1670227488096232,,1
Construction,3D Printing in Construction,2023,0.20154773484892988,,1
Construction,3D Printing in Construction,2024,0.13043298870926215,,1
Construction,Architectural Design,2010,0.2618135407575204,,1
Construction,Architectural Design,2011,0.3224798761475265,,1
Construction,Architectural Design,2012,0.19583361395965146,,1
Construction,Architectural Design,2013,0.27531648804373415,,1
Construction,Architectural Design,2014,0.3214852580314026,,1
Construction,Architectural Design,2015,0.21288249243713353,,1
Construction,Architectural Design,2016,0.14521240969315335,,1
Construction,Architectural Design,2017,0.491484410874577,,1
Construction,Architectural Design,2018,0.290546991293487,,1
Construction,Architectural Design,2019,0.3156773160564124,,1
Construction,Architectural Design,2020,0.3752186111108862,,1
Construction,Architectural Design,2021,0.18614063404825165,,1
Construction,Architectural Design,2022,0.44480447869260603,,1
Construction,Architectural Design,2023,0.10905091327904473,,1
Construction,Architectural Design,2024,0.21057403039126438,,1
Construction,Construction Robotics,2010,0.22807000305026978,,1
Construction,Construction Robotics,2011,0.21447294604266467,,1
Construction,Construction Robotics,2012,0.17953258548789258,,1
Construction,Construction Robotics,2013,0.3362656231940786,,1
Construction,Construction Robotics,2014,0.10088600321623598,,1
Construction,Construction Robotics,2015,0.31630442927319286,,1
Construction,Construction Robotics,2016,0.13792774070707875,,1
Construction,Construction Robotics,2017,0.3904779266439382,,1
Construction,Construction Robotics,2018,0.1971487143310535,,1
Construction,Construction Robotics,2019,0.3144437028899868,,1
Construction,Construction Robotics,2020,0.23169443558775699,,1
Construction,Construction Robotics,2021,0.2762301723443521,,1
Construction,Construction Robotics,2022,0.16356889096463267,,1
Construction,Construction Robotics,2023,0.21095749892152063,,1
Construction,Construction Robotics,2024,0.11212545516804422,,1
Construction,Construction Software and Analytics,2010,0.1484658197888769,0.07719448251511797,7
Construction,Construction Software and Analytics,2011,0.16244945300691055,0.1048926213000723,7
Construction,Construction Software and Analytics,2012,0.1698532774639047,0.14433318442104806,7
Construction,Construction Software and Analytics,2013,0.16530505759070546,0.11152285216506765,6
Construction,Construction Software and Analytics,2014,0.16035871253767117,0.1294098596216163,7
Construction,Construction Software and Analytics,2015,0.1225131727327359,0.06377690909700917,7
Construction,Construction Software and Analytics,2016,0.17551292882462113,0.1253943095424407,7
Construction,Construction Software and Analytics,2017,0.1470589470554672,0.07679262158193027,6
Construction,Construction Software and Analytics,2018,0.20702517575950982,0.1665601866284302,6
Construction,Construction Software and Analytics,2019,0.162239498820072,0.09645380224357765,7
Construction,Construction Software and Analytics,2020,0.17114488565200875,0.11695007504834014,7
Construction,Construction Software and Analytics,2021,0.15143918403200454,0.07511144757622727,6
Construction,Construction Software and Analytics,2022,0.14599297056501653,0.07860279290107716,6
Construction,Construction Software and Analytics,2023,0.1735152136782843,0.11110773001774223,6
Construction,Construction Software and Analytics,2024,0.09554086187572478,0.012481621978553641,7
Construction,Eco-Friendly Construction Materials,2010,0.10601155633330858,,1
Construction,Eco-Friendly Construction Materials,2011,0.10606887956103697,,1
Construction,Eco-Friendly Construction Materials,2012,0.10602958631617095,,1
Construction,Eco-Friendly Construction Materials,2014,0.10477911222851113,,1
Construction,Eco-Friendly Construction Materials,2018,0.10763059528185491,,1
Construction,Eco-Friendly Construction Materials,2019,0.1077544731578904,,1
Construction,Eco-Friendly Construction Materials,2020,0.10777337484586196,,1
Construction,Eco-Friendly Construction Materials,2021,0.10551076620612848,,1
Construction,Eco-Friendly Construction Materials,2022,0.10663006933389084,,1
Construction,Eco-Friendly Construction Materials,2023,0.10496999791521605,,1
Construction,Eco-Friendly Construction Materials,2024,0.1023321595843379,,1
Construction,Green Building,2010,0.1754397348171032,0.10356929361194267,2
Construction,Green Building,2011,0.1460273628836802,0.061959935595847865,2
Construction,Green Building,2012,0.17291876946915188,0.09970132258355217,2
Construction,Green Building,2013,0.10222665509403257,,1
Construction,Green Building,2014,0.10228570074317798,,1
Construction,Green Building,2015,0.10192068537743931,,1
Construction,Green Building,2016,0.10448445260301123,0.0029764409304956913,2
Construction,Green Building,2017,0.10249817646163414,,1
Construction,Green Building,2018,0.2136025119359039,0.15571984853744436,2
Construction,Green Building,2019,0.1031384957182292,,1
Construction,Green Building,2020,0.11660206591682086,0.019825176926025118,2
Construction,Green Building,2021,0.17434038960035753,0.1013564468464475,2
Construction,Green Building,2022,0.10342902604198857,,1
Construction,Green Building,2023,0.10195223415035909,,1
Construction,Green Building,2024,0.10284189644978799,,1
Construction,Heavy Civil Construction,2010,0.10294382448461802,0.000540507118242322,3
Construction,Heavy Civil Construction,2011,0.10284030176825847,0.0007724899319722329,3
Construction,Heavy Civil Construction,2012,0.1035637110442662,0.001454822885891155,3
Construction,Heavy Civil Construction,2013,0.10233393231321002,0.0011975783438668989,3
